2009-05-20,Albury,18.6
2009-05-21,Albury,19.8
2009-05-22,Albury,19.8
2009-05-23,Albury,22.9
2009-05-24,Albury,21.1
2009-05-25,Albury,20.3
2009-05-26,Albury,18.1
2009-05-27,Albury,16.2
2009-05-28,Albury,15.7
2009-05-29,Albury,16.5
2009-05-30,Albury,16.8
2009-05-31,Albury,17.1
2009-06-01,Albury,14.3
2009-06-02,Albury,13.4
2009-06-03,Albury,14.3
2009-06-04,Albury,17.4
2009-06-05,Albury,16.1
2009-06-06,Albury,10.5
2009-06-07,Albury,11.6
2009-06-08,Albury,12.0
2009-06-09,Albury,8.8
2009-06-10,Albury,10.5
2009-06-11,Albury,9.6
2009-06-12,Albury,8.2
2009-06-13,Albury,12.4
2009-06-14,Albury,15.8
2009-06-15,Albury,14.9
2009-06-16,Albury,17.7
2009-06-17,Albury,15.9
2009-06-18,Albury,14.7
2009-06-19,Albury,15.3
2009-06-20,Albury,17.3
2009-06-21,Albury,17.0
2009-06-22,Albury,14.9
2009-06-23,Albury,15.5
2009-06-24,Albury,14.1
2009-06-25,Albury,12.2
2009-06-26,Albury,13.7
2009-06-27,Albury,11.9
2009-06-28,Albury,12.3
2009-06-29,Albury,15.7
2009-06-30,Albury,16.1
2009-07-01,Albury,13.3
2009-07-02,Albury,11.6
2009-07-03,Albury,12.0
2009-07-04,Albury,13.2
2009-07-05,Albury,12.4
2009-07-06,Albury,12.1
2009-07-07,Albury,12.5
2009-07-08,Albury,13.8
2009-07-09,Albury,15.0
2009-07-10,Albury,13.5
2009-07-11,Albury,13.3
2009-07-12,Albury,16.5
2009-07-13,Albury,13.1
2009-07-14,Albury,11.0
2009-07-15,Albury,12.6
2009-07-16,Albury,13.4
2009-07-17,Albury,14.4
2009-07-18,Albury,12.0
2009-07-19,Albury,14.1
2009-07-20,Albury,16.5
2009-07-21,Albury,17.7
2009-07-22,Albury,12.3
2009-07-23,Albury,13.5
2009-07-24,Albury,12.9
2009-07-25,Albury,12.2
2009-07-26,Albury,9.8
2009-07-27,Albury,8.8
2009-07-28,Albury,12.7
2009-07-29,Albury,13.2
2009-07-30,Albury,12.1
2009-07-31,Albury,14.5
2009-08-01,Albury,13.9
2009-08-02,Albury,14.1
2009-08-03,Albury,13.8
2009-08-04,Albury,14.7
2009-08-05,Albury,13.8
2009-08-06,Albury,17.1
2009-08-07,Albury,13.9
2009-08-08,Albury,12.9
2009-08-09,Albury,12.2
2009-08-10,Albury,14.8
2009-08-11,Albury,17.7
2009-08-12,Albury,14.3
2009-08-13,Albury,11.6
2009-08-14,Albury,15.2
2009-08-15,Albury,17.5
2009-08-16,Albury,15.5
2009-08-17,Albury,13.6
2009-08-18,Albury,15.6
2009-08-19,Albury,16.4
2009-08-20,Albury,18.4
2009-08-21,Albury,14.8
2009-08-22,Albury,14.1
2009-08-23,Albury,18.9
2009-08-24,Albury,17.1
2009-08-25,Albury,12.8
2009-08-26,Albury,14.4
2009-08-27,Albury,16.7
2009-08-28,Albury,18.6
2009-08-29,Albury,17.9
2009-08-30,Albury,11.1
2009-08-31,Albury,14.2
2009-09-01,Albury,14.2
2009-09-02,Albury,16.8
2009-09-03,Albury,20.7
2009-09-04,Albury,16.9
2009-09-05,Albury,15.0
2009-09-06,Albury,16.6
2009-09-07,Albury,17.6
2009-09-08,Albury,16.5
2009-09-09,Albury,14.3
2009-09-10,Albury,-1.0
2009-09-11,Albury,18.8
2009-09-12,Albury,24.7
2009-09-13,Albury,25.1
2009-09-14,Albury,17.8
2009-09-15,Albury,17.2
2009-09-16,Albury,21.1
2009-09-17,Albury,19.0
2009-09-18,Albury,20.4
2009-09-19,Albury,20.6
2009-09-20,Albury,18.9
2009-09-21,Albury,19.0
2009-09-22,Albury,20.2
2009-09-23,Albury,16.8
2009-09-24,Albury,18.2
2009-09-25,Albury,20.6
2009-09-26,Albury,12.2
2009-09-27,Albury,12.9
2009-09-28,Albury,17.9
2009-09-29,Albury,17.0
2009-09-30,Albury,21.4
2009-10-01,Albury,21.1
2009-10-02,Albury,22.0
2009-10-03,Albury,13.5
2009-10-04,Albury,16.2
2009-10-05,Albury,19.7
2009-10-06,Albury,16.2
2009-10-07,Albury,15.9
2009-10-08,Albury,16.3
2009-10-09,Albury,18.2
2009-10-10,Albury,19.0
2009-10-11,Albury,18.7
2009-10-12,Albury,23.3
2009-10-13,Albury,17.7
2009-10-14,Albury,15.1
2009-10-15,Albury,15.7
2009-10-16,Albury,16.6
2009-10-17,Albury,19.2
2009-10-18,Albury,20.3
2009-10-19,Albury,22.7
2009-10-20,Albury,26.6
2009-10-21,Albury,27.1
2009-10-22,Albury,27.1
2009-10-23,Albury,23.9
2009-10-24,Albury,25.4
2009-10-25,Albury,23.1
2009-10-26,Albury,22.0
2009-10-27,Albury,24.1
2009-10-28,Albury,26.8
2009-10-29,Albury,26.9
2009-10-30,Albury,29.1
2009-10-31,Albury,30.8
2009-11-01,Albury,34.0
2009-11-02,Albury,32.4
2009-11-03,Albury,24.3
2009-11-04,Albury,23.2
2009-11-05,Albury,25.3
2009-11-06,Albury,27.9
2009-11-07,Albury,29.8
2009-11-08,Albury,31.8
2009-11-09,Albury,33.4
2009-11-10,Albury,35.2
2009-11-11,Albury,36.0
2009-11-12,Albury,35.1
2009-11-13,Albury,32.8
2009-11-14,Albury,35.4
2009-11-15,Albury,36.3
2009-11-16,Albury,35.1
2009-11-17,Albury,30.5
2009-11-18,Albury,33.5
2009-11-19,Albury,39.7
2009-11-20,Albury,38.2
2009-11-21,Albury,21.0
2009-11-22,Albury,28.3
2009-11-23,Albury,23.6
2009-11-24,Albury,25.8
2009-11-25,Albury,32.9
2009-11-26,Albury,34.5
2009-11-27,Albury,26.2
2009-11-28,Albury,26.4
2009-11-29,Albury,22.3
2009-11-30,Albury,23.9
2009-12-01,Albury,23.6
2009-12-02,Albury,27.0
2009-12-03,Albury,31.5
2009-12-04,Albury,27.5
2009-12-05,Albury,26.7
2009-12-06,Albury,30.7
2009-12-07,Albury,31.9
2009-12-08,Albury,24.9
2009-12-09,Albury,25.4
2009-12-10,Albury,27.4
2009-12-11,Albury,22.6
2009-12-12,Albury,26.5
2009-12-13,Albury,29.6
2009-12-14,Albury,32.0
2009-12-15,Albury,34.7
2009-12-16,Albury,38.6
2009-12-17,Albury,40.3
2009-12-18,Albury,26.4
2009-12-19,Albury,29.2
2009-12-20,Albury,31.3
2009-12-21,Albury,33.7
2009-12-22,Albury,36.6
2009-12-23,Albury,38.2
2009-12-24,Albury,34.6
2009-12-25,Albury,28.3
2009-12-26,Albury,31.3
2009-12-27,Albury,27.3
2009-12-28,Albury,35.9
2009-12-29,Albury,35.9
2009-12-30,Albury,36.8
2009-12-31,Albury,33.2
2010-01-01,Albury,31.9
2010-01-02,Albury,29.1
2010-01-03,Albury,29.7
2010-01-04,Albury,32.8
2010-01-05,Albury,35.8
2010-01-06,Albury,33.8
2010-01-07,Albury,33.0
2010-01-08,Albury,36.4
2010-01-09,Albury,39.8
2010-01-10,Albury,42.2
2010-01-11,Albury,42.2
2010-01-12,Albury,42.4
2010-01-13,Albury,28.4
2010-01-14,Albury,31.7
2010-01-15,Albury,36.3
2010-01-16,Albury,36.6
2010-01-17,Albury,25.6
2010-01-18,Albury,22.6
2010-01-19,Albury,25.2
2010-01-20,Albury,32.9
2010-01-21,Albury,37.3
2010-01-22,Albury,41.8
2010-01-23,Albury,35.4
2010-01-24,Albury,33.7
2010-01-25,Albury,35.8
2010-01-26,Albury,35.9
2010-01-27,Albury,36.4
2010-01-28,Albury,34.4
2010-01-29,Albury,35.2
2010-01-30,Albury,36.5
2010-01-31,Albury,36.3
2010-02-01,Albury,38.2
2010-02-02,Albury,34.3
2010-02-03,Albury,35.6
2010-02-04,Albury,32.0
2010-02-05,Albury,26.1
2010-02-06,Albury,30.3
2010-02-07,Albury,33.9
2010-02-08,Albury,34.0
2010-02-09,Albury,35.1
2010-02-10,Albury,35.6
2010-02-11,Albury,35.0
2010-02-12,Albury,29.1
2010-02-13,Albury,27.1
2010-02-14,Albury,30.3
2010-02-15,Albury,26.8
2010-02-16,Albury,29.0
2010-02-17,Albury,30.6
2010-02-18,Albury,31.2
2010-02-19,Albury,30.3
2010-02-20,Albury,31.8
2010-02-21,Albury,34.7
2010-02-22,Albury,26.4
2010-02-23,Albury,26.1
2010-02-24,Albury,28.5
2010-02-25,Albury,31.0
2010-02-26,Albury,-1.0
2010-02-27,Albury,26.3
2010-02-28,Albury,29.3
2010-03-01,Albury,-1.0
2010-03-02,Albury,28.5
2010-03-03,Albury,31.2
2010-03-04,Albury,-1.0
2010-03-05,Albury,22.3
2010-03-06,Albury,30.3
2010-03-07,Albury,22.9
2010-03-08,Albury,25.5
2010-03-09,Albury,22.4
2010-03-10,Albury,-1.0
2010-03-11,Albury,24.4
2010-03-12,Albury,25.0
2010-03-13,Albury,25.7
2010-03-14,Albury,26.3
2010-03-15,Albury,26.6
2010-03-16,Albury,28.6
2010-03-17,Albury,29.6
2010-03-18,Albury,30.4
2010-03-19,Albury,31.4
2010-03-20,Albury,31.9
2010-03-21,Albury,25.6
2010-03-22,Albury,25.3
2010-03-23,Albury,27.0
2010-03-24,Albury,28.8
2010-03-25,Albury,29.6
2010-03-26,Albury,30.0
2010-03-27,Albury,30.2
2010-03-28,Albury,28.7
2010-03-29,Albury,26.3
2010-03-30,Albury,26.9
2010-03-31,Albury,26.1
2010-04-01,Albury,25.8
2010-04-02,Albury,25.1
2010-04-03,Albury,24.8
2010-04-04,Albury,24.8
2010-04-05,Albury,25.3
2010-04-06,Albury,24.7
2010-04-07,Albury,23.4
2010-04-08,Albury,23.1
2010-04-09,Albury,21.9
2010-04-10,Albury,18.6
2010-04-11,Albury,18.7
2010-04-12,Albury,17.4
2010-04-13,Albury,19.9
2010-04-14,Albury,21.9
2010-04-15,Albury,23.5
2010-04-16,Albury,24.7
2010-04-17,Albury,25.4
2010-04-18,Albury,25.1
2010-04-19,Albury,25.9
2010-04-20,Albury,25.2
2010-04-21,Albury,27.5
2010-04-22,Albury,27.3
2010-04-23,Albury,29.0
2010-04-24,Albury,19.8
2010-04-25,Albury,18.5
2010-04-26,Albury,17.9
2010-04-27,Albury,16.1
2010-04-28,Albury,17.3
2010-04-29,Albury,17.7
2010-04-30,Albury,19.1
2010-05-01,Albury,21.1
2010-05-02,Albury,20.7
2010-05-03,Albury,23.0
2010-05-04,Albury,25.3
2010-05-05,Albury,14.5
2010-05-06,Albury,15.3
2010-05-07,Albury,17.5
2010-05-08,Albury,19.3
2010-05-09,Albury,19.5
2010-05-10,Albury,19.8
2010-05-11,Albury,15.6
2010-05-12,Albury,14.9
2010-05-13,Albury,17.1
2010-05-14,Albury,17.7
2010-05-15,Albury,18.4
2010-05-16,Albury,17.5
2010-05-17,Albury,17.0
2010-05-18,Albury,19.7
2010-05-19,Albury,18.5
2010-05-20,Albury,16.5
2010-05-21,Albury,17.9
2010-05-22,Albury,17.1
2010-05-23,Albury,18.1
2010-05-24,Albury,16.3
2010-05-25,Albury,14.9
2010-05-26,Albury,19.0
2010-05-27,Albury,16.6
2010-05-28,Albury,17.0
2010-05-29,Albury,15.0
2010-05-30,Albury,20.2
2010-05-31,Albury,19.1
2010-06-01,Albury,16.6
2010-06-02,Albury,17.7
2010-06-03,Albury,17.7
2010-06-04,Albury,18.4
2010-06-05,Albury,10.2
2010-06-06,Albury,15.8
2010-06-07,Albury,14.0
2010-06-08,Albury,12.2
2010-06-09,Albury,8.4
2010-06-10,Albury,12.9
2010-06-11,Albury,13.2
2010-06-12,Albury,13.3
2010-06-13,Albury,13.1
2010-06-14,Albury,13.2
2010-06-15,Albury,12.8
2010-06-16,Albury,15.5
2010-06-17,Albury,16.2
2010-06-18,Albury,12.2
2010-06-19,Albury,15.2
2010-06-20,Albury,13.1
2010-06-21,Albury,12.5
2010-06-22,Albury,14.8
2010-06-23,Albury,16.5
2010-06-24,Albury,17.0
2010-06-25,Albury,16.1
2010-06-26,Albury,12.1
2010-06-27,Albury,11.9
2010-06-28,Albury,8.3
2010-06-29,Albury,9.4
2010-06-30,Albury,9.8
2010-07-01,Albury,11.9
2010-07-02,Albury,10.9
2010-07-03,Albury,10.3
2010-07-04,Albury,10.8
2010-07-05,Albury,12.1
2010-07-06,Albury,13.9
2010-07-07,Albury,13.5
2010-07-08,Albury,14.8
2010-07-09,Albury,14.6
2010-07-10,Albury,16.1
2010-07-11,Albury,15.4
2010-07-12,Albury,15.3
2010-07-13,Albury,16.3
2010-07-14,Albury,10.0
2010-07-15,Albury,12.2
2010-07-16,Albury,13.1
2010-07-17,Albury,11.5
2010-07-18,Albury,12.8
2010-07-19,Albury,13.5
2010-07-20,Albury,11.6
2010-07-21,Albury,12.9
2010-07-22,Albury,13.8
2010-07-23,Albury,15.7
2010-07-24,Albury,14.6
2010-07-25,Albury,14.3
2010-07-26,Albury,14.9
2010-07-27,Albury,15.0
2010-07-28,Albury,12.6
2010-07-29,Albury,14.8
2010-07-30,Albury,14.9
2010-07-31,Albury,12.3
2010-08-01,Albury,10.1
2010-08-02,Albury,14.7
2010-08-03,Albury,15.7
2010-08-04,Albury,9.6
2010-08-05,Albury,11.8
2010-08-06,Albury,12.6
2010-08-07,Albury,13.1
2010-08-08,Albury,12.6
2010-08-09,Albury,15.5
2010-08-10,Albury,16.0
2010-08-11,Albury,10.4
2010-08-12,Albury,14.9
2010-08-13,Albury,15.0
2010-08-14,Albury,13.0
2010-08-15,Albury,12.1
2010-08-16,Albury,11.8
2010-08-17,Albury,12.1
2010-08-18,Albury,11.8
2010-08-19,Albury,15.1
2010-08-20,Albury,11.7
2010-08-21,Albury,12.9
2010-08-22,Albury,15.3
2010-08-23,Albury,12.8
2010-08-24,Albury,13.3
2010-08-25,Albury,10.7
2010-08-26,Albury,11.8
2010-08-27,Albury,13.4
2010-08-28,Albury,14.4
2010-08-29,Albury,15.2
2010-08-30,Albury,15.4
2010-08-31,Albury,14.2
2010-09-01,Albury,15.1
2010-09-02,Albury,16.8
2010-09-03,Albury,17.6
2010-09-04,Albury,17.7
2010-09-05,Albury,14.2
2010-09-06,Albury,12.8
2010-09-07,Albury,15.1
2010-09-08,Albury,15.9
2010-09-09,Albury,14.7
2010-09-10,Albury,14.0
2010-09-11,Albury,15.9
2010-09-12,Albury,16.3
2010-09-13,Albury,18.7
2010-09-14,Albury,19.0
2010-09-15,Albury,13.6
2010-09-16,Albury,13.4
2010-09-17,Albury,14.3
2010-09-18,Albury,13.9
2010-09-19,Albury,16.4
2010-09-20,Albury,18.7
2010-09-21,Albury,19.6
2010-09-22,Albury,20.1
2010-09-23,Albury,19.9
2010-09-24,Albury,19.1
2010-09-25,Albury,19.7
2010-09-26,Albury,20.6
2010-09-27,Albury,20.0
2010-09-28,Albury,14.6
2010-09-29,Albury,14.3
2010-09-30,Albury,14.6
2010-10-01,Albury,17.4
2010-10-02,Albury,21.1
2010-10-03,Albury,23.0
2010-10-04,Albury,23.2
2010-10-05,Albury,25.9
2010-10-06,Albury,24.9
2010-10-07,Albury,15.9
2010-10-08,Albury,19.0
2010-10-09,Albury,20.8
2010-10-10,Albury,23.2
2010-10-11,Albury,23.7
2010-10-12,Albury,19.9
2010-10-13,Albury,18.0
2010-10-14,Albury,19.1
2010-10-15,Albury,18.6
2010-10-16,Albury,12.8
2010-10-17,Albury,15.4
2010-10-18,Albury,17.4
2010-10-19,Albury,19.0
2010-10-20,Albury,21.8
2010-10-21,Albury,23.3
2010-10-22,Albury,25.8
2010-10-23,Albury,19.0
2010-10-24,Albury,22.2
2010-10-25,Albury,22.2
2010-10-26,Albury,23.5
2010-10-27,Albury,22.3
2010-10-28,Albury,23.6
2010-10-29,Albury,25.6
2010-10-30,Albury,19.5
2010-10-31,Albury,18.7
2010-11-01,Albury,18.9
2010-11-02,Albury,20.3
2010-11-03,Albury,18.0
2010-11-04,Albury,18.8
2010-11-05,Albury,21.0
2010-11-06,Albury,22.9
2010-11-07,Albury,24.5
2010-11-08,Albury,24.7
2010-11-09,Albury,27.7
2010-11-10,Albury,29.0
2010-11-11,Albury,30.5
2010-11-12,Albury,31.3
2010-11-13,Albury,26.9
2010-11-14,Albury,22.6
2010-11-15,Albury,23.1
2010-11-16,Albury,20.8
2010-11-17,Albury,23.3
2010-11-18,Albury,24.8
2010-11-19,Albury,25.5
2010-11-20,Albury,27.3
2010-11-21,Albury,29.7
2010-11-22,Albury,29.9
2010-11-23,Albury,29.4
2010-11-24,Albury,30.1
2010-11-25,Albury,27.6
2010-11-26,Albury,24.2
2010-11-27,Albury,27.6
2010-11-28,Albury,21.4
2010-11-29,Albury,22.6
2010-11-30,Albury,23.3
2010-12-01,Albury,23.9
2010-12-02,Albury,26.6
2010-12-03,Albury,27.3
2010-12-04,Albury,29.9
2010-12-05,Albury,31.6
2010-12-06,Albury,30.4
2010-12-07,Albury,29.8
2010-12-08,Albury,29.7
2010-12-09,Albury,26.7
2010-12-10,Albury,22.5
2010-12-11,Albury,24.3
2010-12-12,Albury,22.2
2010-12-13,Albury,26.2
2010-12-14,Albury,28.8
2010-12-15,Albury,31.1
2010-12-16,Albury,25.6
2010-12-17,Albury,25.9
2010-12-18,Albury,20.8
2010-12-19,Albury,18.0
2010-12-20,Albury,20.5
2010-12-21,Albury,21.2
2010-12-22,Albury,25.9
2010-12-23,Albury,29.2
2010-12-24,Albury,30.8
2010-12-25,Albury,29.1
2010-12-26,Albury,30.0
2010-12-27,Albury,22.2
2010-12-28,Albury,26.7
2010-12-29,Albury,31.0
2010-12-30,Albury,34.0
2010-12-31,Albury,38.1
2011-01-01,Albury,35.8
2011-01-02,Albury,31.1
2011-01-03,Albury,29.4
2011-01-04,Albury,29.2
2011-01-05,Albury,28.9
2011-01-06,Albury,31.6
2011-01-07,Albury,30.7
2011-01-08,Albury,32.0
2011-01-09,Albury,33.0
2011-01-10,Albury,32.0
2011-01-11,Albury,26.4
2011-01-12,Albury,28.9
2011-01-13,Albury,30.6
2011-01-14,Albury,25.5
2011-01-15,Albury,31.4
2011-01-16,Albury,33.7
2011-01-17,Albury,26.9
2011-01-18,Albury,27.2
2011-01-19,Albury,29.3
2011-01-20,Albury,31.9
2011-01-21,Albury,32.5
2011-01-22,Albury,34.6
2011-01-23,Albury,31.4
2011-01-24,Albury,30.6
2011-01-25,Albury,32.0
2011-01-26,Albury,34.4
2011-01-27,Albury,31.6
2011-01-28,Albury,32.3
2011-01-29,Albury,32.0
2011-01-30,Albury,35.4
2011-01-31,Albury,38.2
2011-02-01,Albury,39.8
2011-02-02,Albury,33.7
2011-02-03,Albury,36.0
2011-02-04,Albury,28.2
2011-02-05,Albury,23.0
2011-02-06,Albury,21.5
2011-02-07,Albury,25.5
2011-02-08,Albury,27.3
2011-02-09,Albury,29.4
2011-02-10,Albury,29.7
2011-02-11,Albury,24.8
2011-02-12,Albury,28.5
2011-02-13,Albury,28.6
2011-02-14,Albury,29.2
2011-02-15,Albury,28.0
2011-02-16,Albury,22.0
2011-02-17,Albury,29.2
2011-02-18,Albury,30.7
2011-02-19,Albury,29.0
2011-02-20,Albury,25.7
2011-02-21,Albury,22.5
2011-02-22,Albury,25.2
2011-02-23,Albury,28.0
2011-02-24,Albury,29.2
2011-02-25,Albury,29.8
2011-02-26,Albury,30.9
2011-02-27,Albury,24.8
2011-02-28,Albury,30.0
2011-03-01,Albury,22.8
2011-03-02,Albury,23.4
2011-03-03,Albury,22.3
2011-03-04,Albury,22.1
2011-03-05,Albury,25.0
2011-03-06,Albury,25.3
2011-03-07,Albury,26.6
2011-03-08,Albury,28.7
2011-03-09,Albury,27.0
2011-03-10,Albury,20.8
2011-03-11,Albury,27.0
2011-03-12,Albury,28.2
2011-03-13,Albury,29.3
2011-03-14,Albury,26.9
2011-03-15,Albury,28.4
2011-03-16,Albury,28.2
2011-03-17,Albury,25.9
2011-03-18,Albury,26.3
2011-03-19,Albury,27.4
2011-03-20,Albury,28.1
2011-03-21,Albury,25.9
2011-03-22,Albury,26.8
2011-03-23,Albury,20.1
2011-03-24,Albury,22.0
2011-03-25,Albury,22.1
2011-03-26,Albury,24.2
2011-03-27,Albury,23.0
2011-03-28,Albury,24.7
2011-03-29,Albury,25.7
2011-03-30,Albury,25.8
2011-03-31,Albury,22.1
2011-05-01,Albury,20.4
2011-05-02,Albury,22.3
2011-05-03,Albury,21.9
2011-05-04,Albury,19.0
2011-05-05,Albury,18.1
2011-05-06,Albury,16.8
2011-05-07,Albury,15.9
2011-05-08,Albury,16.8
2011-05-09,Albury,16.1
2011-05-10,Albury,15.2
2011-05-11,Albury,11.0
2011-05-12,Albury,10.1
2011-05-13,Albury,14.1
2011-05-14,Albury,14.3
2011-05-15,Albury,13.7
2011-05-16,Albury,11.2
2011-05-17,Albury,15.8
2011-05-18,Albury,17.9
2011-05-19,Albury,16.0
2011-05-20,Albury,18.6
2011-05-21,Albury,20.5
2011-05-22,Albury,22.0
2011-05-23,Albury,15.0
2011-05-24,Albury,15.6
2011-05-25,Albury,14.7
2011-05-26,Albury,14.9
2011-05-27,Albury,13.8
2011-05-28,Albury,13.9
2011-05-29,Albury,14.8
2011-05-30,Albury,15.9
2011-05-31,Albury,19.4
2011-06-01,Albury,19.8
2011-06-02,Albury,17.6
2011-06-03,Albury,18.3
2011-06-04,Albury,14.8
2011-06-05,Albury,12.0
2011-06-06,Albury,12.8
2011-06-07,Albury,9.8
2011-06-08,Albury,10.2
2011-06-09,Albury,14.6
2011-06-10,Albury,14.0
2011-06-11,Albury,13.9
2011-06-12,Albury,16.1
2011-06-13,Albury,15.9
2011-06-14,Albury,16.7
2011-06-15,Albury,16.9
2011-06-16,Albury,16.1
2011-06-17,Albury,12.6
2011-06-18,Albury,12.5
2011-06-19,Albury,11.8
2011-06-20,Albury,14.6
2011-06-21,Albury,11.6
2011-06-22,Albury,11.1
2011-06-23,Albury,14.2
2011-06-24,Albury,13.1
2011-06-25,Albury,15.5
2011-06-26,Albury,15.7
2011-06-27,Albury,16.4
2011-06-28,Albury,15.2
2011-06-29,Albury,16.6
2011-06-30,Albury,15.2
2011-07-01,Albury,14.1
2011-07-02,Albury,15.2
2011-07-03,Albury,14.8
2011-07-04,Albury,14.8
2011-07-05,Albury,11.2
2011-07-06,Albury,10.8
2011-07-07,Albury,11.2
2011-07-08,Albury,8.3
2011-07-09,Albury,9.2
2011-07-10,Albury,11.0
2011-07-11,Albury,11.8
2011-07-12,Albury,10.5
2011-07-13,Albury,9.8
2011-07-14,Albury,12.6
2011-07-15,Albury,12.1
2011-07-16,Albury,14.1
2011-07-17,Albury,11.1
2011-07-18,Albury,11.0
2011-07-19,Albury,14.5
2011-07-20,Albury,16.7
2011-07-21,Albury,17.2
